Titulo;Precio;m2;Telefono;Descripcion;Link;Direccion;Observaciones;
Local Centro;1.650;67;914892361; LOCAL BARMAN TRASPASA BAR RESTAURANTE EN ZONA MALASAÑA. Local de 67m², distribuidos todos en planta calle. Local con salida de humos y buenas instalaciones de cocina. Totalmente reformado listo para entrar y empezar a trabajar. Zona consolidada de hosteleria. Aforo para 51 personas. ALQUIL... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/salida-de-humos/157544441/d;Centro;;
Local Martin de Vargas, 3, Arganzuela;1.900;300;914878174; Local grande en Martin de Vargas. Justo fuera de la linea roja de Madrid Central. Una calle muy transitada. Situado cerca de la parada de Renfe y Metro Embajadores. Con facilidad para entrar a M 30 y al centro de Madrid. Tiene 3 alturas, planta baja, primera planta que es un espacio de unos 40 m²... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/149393295/d;Martin de Vargas, 3, Arganzuela;2 baños;
Local Diciembre, 46, San Blas;9.000;2256;; 4.000. m2 de nave. 6 muelles de carga para trailer. 2 accesos desde calle. A remodelar.. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/rejas/129014357/d;Diciembre, 46, San Blas;;
Local Joaquin Maria Lopez, 36, Chamberi;3.900;395;; Local almacen para distribucion en el barrio de Gaztambide (Chamberi). Entrada en calle particular con acceso de carga y descarga de furgonetas y camiones. Se puede dejar diafano, ahora consta de almacen y 2 despachos grandes. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion/147301396/d;Joaquín María López, 36, Chamberí;2 baños;
Nave industrialCalle de San Norberto, 20, Villaverde;9.500;2435;911368168; • 2.435 m2 total construido. • 1.880 m2 en PB (nave + vestuarios + banos). • 555 m2 en P1º (oficinas). • Altura de suelo a falso techo (libre): 9 m. • 2 portones de entrada de camiones. • PCI conforme a normativa. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/san-andres-de-villaverde/155007585/d;Nave industrialCalle de San Norberto, 20, Villaverde;;
Local Calle de Alcantara, 48, Salamanca;1.150;35;912664736; Gilmar Consulting inmobiliario pone a su disposicion este local comercial con 4 metros de fachada situado en pleno barrio salamanca, calle alcantara junto a ortega y gasset y junto a francisco silvela. Se trata de un local diafano, sin columnas, muy cuadrado, ideal para cualquier tipo de comerci... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/154597511/d;Calle de Alcántara, 48, Salamanca;1 baño;
Local Orense , 70, Tetuan;12.000;323;912788145; Local con fachadas a C/. Rosario Pino y a zona peatonal siendo usado como Restaurante, con terraza 60 m2. Debido a su ubicacion y que la zona es eminentemente de oficinas, el local tiene gran valor comercial. El local cuenta con salida de humos. Comunidad incluida ALQUILA DIRECTAMENTE PROPIETARI... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/salida-de-humos/154720402/d;Orense , 70, Tetuán;;
Local De la Escalinata, 7, Centro;1.400;50;912668103; world gestion alquila Estupendo local de unos 50 metros vacio, un bano, en zona espectacular del centro, muy cercano a parada de metro opera, el local se encuentra vacio con la posibilidad de montar el negocio que se ajuste a las necesidades de el cliente, posibilidad de salida de humos p... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/salida-de-humos/151307390/d;De la Escalinata, 7, Centro;1 baño;
Local Barrio de la Fortuna, 8, Latina;4.380;313;914895549;  ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/salida-de-humos/136519506/d;Barrio de la Fortuna, 8, Latina;;
Nave industrialCalle del Ingeniero Torres Quevedo, 24, San Blas;4.626;1028;911799512; Conjunto de naves industriales desde 1.028 m² situadas en el Poligono Industrial Fin de Semana, Madrid con facil acceso desde la Autovia A 2. Disponibilidad de 3 modulos. Caracteristicas: Estructura y cerramiento de hormigon, altura libre de 9,5 m., cubierta a dos aguas tipo sandwich, solera de h... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/rejas/154078992/d;Nave industrialCalle del Ingeniero Torres Quevedo, 24, San Blas;;
Local Calle de Rusia, 8, San Blas;1.790;137;916352614; Local comercial en edificio de 6 plantas con fachada en obra vista, en esquina muy luminoso con salida a la Avda. de Guadalajara. Muy buena comunicacion. Cerca del metro y de la E 5, a 20 minutos del Wanda Metropolitano. Dos meses de aval. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/rosas---musas/156059231/d;Calle de Rusia, 8, San Blas;;
Local Calle del Pensamiento, 23, Tetuan;2.810;194;916352614; Local comercial ubicado en una zona residencial. Cerca de superficies comerciales, centros educativos y zonas verdes. Muy buena comunicacion mediante servicio de metro y autobus. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/castillejos---cuzco/157361713/d;Calle del Pensamiento, 23, Tetuán;2 baños;
Local Calle de la Princesa, 88, Moncloa;8.000;188;910750223; Local comercial con dos puertas a calle en la calle Princesa, y cinco escaparates que tiene, ademas dispone de dos escaparates laterales. Uno por cada lateral, uno por Princesa y otro por Melendez Valdes. Superficie: 188m2 en planta de calle, 155m2 utiles. 27m de fachada a la calle de Princesa... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/157480629/d;Calle de la Princesa, 88, Moncloa;2 baños;
Local Florida, 53, Moncloa;4.500;435;911798064; LOCAL   2 PLANTAS   TIENDA Y RESTAURANTE Local comercial en una de las mejores zonas de Madrid, con dos plantas y entradas por Paseo de la Florida y C/ Aniceto Marinas. Con fachadas de 15,50m. y 19,90m en ambas calles, y grandes ventanales. Apto para cualquier negocio, con alarma, salida de ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-salida-de-humos/152414003/d;Florida, 53, Moncloa;4 baños;
Local Fuenterrabia, 9, Retiro;650;91;914875032; Local/oficina reformado, de 91 m2 construidos aproximadamente (unos 62 m2 utiles), diafano e interior. Muy buena comunicacion, frente a la Real Fabrica de Tapices y junto a los Metros Menendez Pelayo y Atocha RENFE (linea 1 y Cercanias RENFE), proximo al parque de El Retiro. Dispone de aseo, arma... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pacifico/150405525/d;Fuenterrabía, 9, Retiro;1 baño;
Local Calle de Corazon de Maria, 64, Chamartin;3.700;208;911224146; Se alquila magnifico local comercial de 208 m2 en la Calle Corazon de Maria. Se accede a el por dos puertas de entrada de marmol y granito. El local se distribuye en seis estancias, con dos servicios completos, uno de ellos adaptado PMR. Tiene una pequena cocina con lavavajillas y frigorifico.... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/155996829/d;Calle de Corazón de María, 64, Chamartín;;
Nave industrialLuis Mitjans, 32, Retiro;115;6;912785271; Alquiler de Trasteros o Mini Almacenes de 6 m2 ( Desde 4 m2 a 200 m2) en calle Luis Mitjan 32, Distrito de Retiro. Edificio Exclusivo con Video Vigilancia 24 h, y acceso libre 24 h / 365 dias , Alarma Conectada a Policia y Bomberos, facil acceso, gran capacidad con altura de 3,00 m. Edificio Acc... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/adelfas/158177114/d;Nave industrialLuis Mitjans, 32, Retiro;;
Local Barquillo, 18, Centro;2.800;180;912788163; Se ALQUILA LOCAL COMERCIAL a pie de calle con dos escaparates y 5 m lineales de fachada a la calle Barquillo. El local consta de dos plantas, disponiendo la planta calle de unos 80 m2 distribuidos en zona comercial, varias salas despachos y un aseo, y la planta sotano, que esta adecuada en ladril... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/156663718/d;Barquillo, 18, Centro;1 baño;
Local Pascual Rodriguez, 33, Latina;970;206;914875746; Latina, Lucero, local a pie de calle para reformar de 206 m2, local instalado como oficina/almacen, 1 escaparates de mas de 4 metros aproximadamente de fachada, altura de mas de 3 metros, banos instalados, despacho, almacen distintas estancias, entrada desde el portal y desde la calle, tambien pu... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/lucero/157071624/d;Pascual Rodríguez, 33, Latina;;
Local Calle de Ponferrada, 52, Fuencarral;650;30;911795672; DURANTE 2021, RENTA A 650€¡ Local con 21m2 utiles en planta calle. Toda la fachada es cristalera. Ademas de la puerta de acceso que tambien es de cristal. Su ultima actividad fue un estanco y conserva el mostrador y las estanterias. Suelos de tarima flotante. Un aseo. Aire acondicionado. Dispo... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pilar/158412761/d;Calle de Ponferrada, 52, Fuencarral;1 baño;
Nave industrialCalle del Gamonal, 26, Villa de Vallecas;3.900;495;911364405; La nave se encuentra muy cerca de Mercamadrid, autovia A 4, M 45 y M 40. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157201704/d;Nave industrialCalle del Gamonal, 26, Villa de Vallecas;;
Local Calle del Puerto de Maspalomas, 12, Fuencarral;750;189;911795672; DURANTE 2021 RENTA A 750€ ¡Local exclusivo en el Barrio del Pilar por su superficie. Tiene 189m2 utiles. Anteriormente fue una clinica veterinaria. Dispone de dos plantas. En la planta de calle son 88 m2 y esta distribuido como zona de tienda a la entrada, recepcion y dependencias de la clinica. ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pilar/158412348/d;Calle del Puerto de Maspalomas, 12, Fuencarral;1 baño;
Local Moncloa;8.000;220;911360141; Olisson gestiona el alquiler de este estupendo local comercial en bruto en una de las calles mas comerciales de la capital, la calle Princesa. Local a pie de calle de 220m2, en bruto, totalmente diafano y con varios pilares de hormigon. El local cuenta con techos altos, dos ventanas y un bano.... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/salida-de-humos/151984556/d;Moncloa;1 baño;
Local Fortuny, Chamberi;4.500;210;910756243; Altor Asesores pone a su disposicion el mejor local de Almagro para cualquier tipo de negocio, en planta calle, a un minuto del Paseo de la Castellana, y en una finca representativa de mediados del Siglo XX. APTO PARA CUALQUIER ACTIVIDAD INOCUA. Actualmente clinica en funcionamiento con tod... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-ascensor/151533300/d;Fortuny, Chamberí;;
Local Calle de Vicenta Villegas, Latina;780;130;914879156; Oficina de TECNOCASA trabajando sin parar desde 1998 unicamente en MADRID el barrio de LUCERO vende: Local antiguo almacen con entrada de garaje y almacen al fondo con un bano. Totalmente diafano, dispone de un tragaluz en el techo y esta listo para desempenar el uso convenido. Tiene de entrada ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/lucero/152665202/d;Calle de Vicenta Villegas, Latina;1 baño;
Local Tetuan;1.350;100;; Local en venta en Cuatro Caminos. A pie de calle. Gran entrada con posibilidad de establecer vado permanente. 100m2 de superficie que podrian dejarse diafanos. Techos altos que permiten crear entreplanta. Salida a calle y posibilidad de crear entrada desde portal adyacente. Instala... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/152669531/d;Tetuán;1 baño;
Local Calle de Santiago de Compostela, Fuencarral;1.000;153;911364196; Mas inmuebles de caracteristicas similares en temploconsulting. com TEMPLO CONSULTING ofrece local en Urbanizacion Tirma, una de las urbanizaciones mas demandadas en Madrid. El local esta orientado hacia el interior de la misma y con acceso a pie de calle desde Santiago de Compostela. El local... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pilar/153457759/d;Calle de Santiago de Compostela, Fuencarral;1 baño;
Local Fuencarral;3.990;192;912781018; Redpiso Montecarmelo ofrece en exclusiva local comercial de esquina en una de las principales arterias del barrio de Montecarmelo. Actividad anterior bar restaurante con salida de humos y terraza. SIN TRASPASO. Reformado hace 3 anos. Local de esquina en unica planta, con 192m2 construidos / 150... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/montecarmelo/154226444/d;Fuencarral;3 baños;
Local Tetuan;950;50;914876437; Maravilloso Local en muy buena zona al lado de los juzgados Plaza de Castilla, local en primera linea comercial de 50 m2 con un despacho, un aseo, y terraza. Suelos de Tarima, puertas blancas, pintura lisa, ventanas pvc, armario empotrado, aire acondicionado, ascensor. Totalmente reformado. ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/153934648/d;Tetuán;1 baño;
Local Plaza de Espana, Moncloa;2.700;150;911225457; Kdkasa ofrece amplio local reformado a puerta calle en la zona de Plaza de Espana. Local reformado en su totalidad (tuberias electricas y sanitarias) hace 3 anos. (ano 2017). El local tiene amplias estancias, acceso desde puerta calle, con tres escaparates a calle con cristal, techos altos... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/154426568/d;Plaza de España, Moncloa;1 baño;
Local De Jose Ortega y Gasset, Salamanca;2.300;80;912186728; UNIONSOL OFRECE EN ALQUILER SIN TRASPASO este inmueble que se encuentra en Calle de Jose Ortega Madrid. 80 metros . 2300 euros de alquiler . 5 meses de fianza o aval . Calle de alto trafico. Valido hosteleria sin salida de humos , o para local comercial. Posicion inmejorable UnionSol, exp... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/castellana/156436294/d;De José Ortega y Gasset, Salamanca;;
Local De Hortaleza, Centro;2.900;100;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE LOCAL PARA TAKE AWAY Caracteristicas principales:  > Se trata de un local totalmente reformado. Licencia Take away  > La licencia actualemente esta en DECLARACION RESPONSABLE.  > Esta situado en una zona con alto trafico en el centro de Madrid UN... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/justicia---chueca/156306327/d;De Hortaleza, Centro;;
Local Orense, Tetuan;8.000;300;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE NEGOCIO DE HOSTELERIA Caracteristicas principales:  > Consta de una facturacion al anos de de 750.000 €.  > Cuenta con una terraza.  > Tiene una cartera de clientes desde hace 25 anos.  > Se plantea una recuperacion posible de 3 a 4 anos, con un precio de ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/cuatro-caminos---azca/156306365/d;Orense, Tetuán;;
Local Baeza, Chamartin;6.500;450;912186728; SIN TRASPASO: Se alquila local 450 metros en planta calle, zona Prosperidad clara del rey. Alquiler actual esta en 7000 €, ideal para cadenas de alimentacion y personas que deseen continuar con la misma actividad. tambien para gimnasio, bazar, o actividades similares. Solo para personas solvente... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/prosperidad/156306318/d;Baeza, Chamartín;;
Local De Bocangel, Salamanca;1.450;125;912186728; Caracteristicas Principales:  > Esta ubicado en buena zona, Ventas, muy cercano a la plaza de toros, calle con buen transitos.  > Ha estado 40 anos en funcionamiento como restaurante de comida espanola, con buenas ventas demostradas. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/fuente-del-berro/156306315/d;De Bocángel, Salamanca;;
Local Calle de Santa Isabel, Centro;2.600;97;912786085; Mr House Real Estate ALQUILA!! Local comercial situado en el mejor tramo de la calle Santa Isabel, frente al Mercado de Anton Martin y al emblematico Cine Dore, en una de las calles mas de moda de la Madrid, la cual se ha convertido en la principal calle de hosteleria, anticuarios y tiendas de... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/embajadores---lavapies/156324058/d;Calle de Santa Isabel, Centro;;
Local Centro;1.700;90;912186728; UNIONSOL OFRECE LOCAL COMERCIAL ACRISTALADO AL LADO METRO CHUECA : Tienda de ropa y local ideal para cualquier actividad comercial que no sea hosteleria, ubicado en excelente posicion muy cerca al metro . Su precio y gran escaparate es su atractivo. traspaso 15000 alquiler 1700. Solo se valora ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/justicia---chueca/156463107/d;Centro;;
Local Centro;3.500;200;912186728; Este local se encuentra en Calle unida a Opera 28013, Madrid, Madrid. Es un local que tiene 200 m2 . Se trata de un local situado en el centro de Madrid, dedicado a chefs desde hace tiempo con una decoracion muy de acorde con un concepto de comida de cubierto alto. Posee terminaciones con mate... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/palacio/156452820/d;Centro;;
Local Calle de Andres Torrejon, Retiro;1.500;200;911364556; SOLOALQUILERES CARABANCHEL ALQUILA, estupendo local de 200M2 situado junto a la boca de metro de Menendez Pelayo, en planta calle distribuido en una gran sala diafana de 120M2, dos aseos, cocina oficce, recepcion, y un despacho, en total 190M2, en segunda planta despacho de 12M2 con aire acondici... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/154855575/d;Calle de Andrés Torrejón, Retiro;2 baños;
Local De la Castellana, Salamanca;3.500;80;910756243; ALTOR ASESORES OFRECE: TRASPASO DE LOCAL EN PASEO DE LA CASTELLANA. UNO DE LAS ENCLAVES COMERCIALES MAS IMPORTANTE DE LA CAPITAL. Una oportunidad unica debido a la demanda de propiedades en la zona de la Castellana. Situado en el triangulo gastronomico del eje Almagro   Castellana, co... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/155034472/d;De la Castellana, Salamanca;2 baños;
Local Fuencarral, Centro;4.500;117;910756243; Local comercial en plena Calle Fuencarral, la mas comercial del distrito Centro. A pie de calle con un paso continuo rodado y peatonal. Actualmente centro de estetica en funcionamiento y con licencia activa, con posibilidad de ampliar a licencia de centro medico. Reformado hace un ano, dis... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/155034492/d;Fuencarral, Centro;2 baños;
Local Serrano, Salamanca;9.900;395;912180583; Sin comision de agencia. Oficinas en alquiler en calle Serrano, Barrio de Salamanca, 28001 Madrid. 395 m. de superficie. Reforma reciente en muy buen estado, suelo tecnico, techo registrable, iluminacion LED. Listo para alta de suministros e implantacion. Climatizacion central de edificio via fa... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-ascensor/155199948/d;Serrano, Salamanca;;
Local De la Montera, Centro;23.000;200;912186728; Unionsol ofrece a sus clientes local comercial situado en zona centrica. Caracteristicas principales:  > esta situado en una zona premium con alto flujo de peatones. Zona sol.  > se trata de un espacio diafano. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/sol/155342218/d;De la Montera, Centro;;
Local Centro;3.000;95;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE LOCAL DE HOSTELERIA Caracteristicas principales:  > Esta situado en una zona de ALTO TRAFICO DE PEATONAL  > Se recomienda para actividades de restaurantes de Sushi u otra actividad que NO REQUIERA SALIDA DE HUMOS. UNIONSOL cobrara en concepto de Ho... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/justicia---chueca/155342436/d;Centro;;
Local Del Doctor Fleming, Chamartin;1.900;95;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTA CAFETERIA CON COCINA Caracteristicas Principales:  > El local esta situado en una zona importante cercana al Santiago Bernabeu que esta caracterizada entre otras cosas, por constar de diferentes tipos de oficinas en sus alrededores. Funciona como cafetaria. t... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/nueva-espana/155342158/d;Del Doctor Fleming, Chamartín;;
Local Moncloa;2.500;160;912186728; UNIONSOL OFRECE ESTE RESTAURANTE Caracteristicas Principales:  > Situado en la zona de Moncloa, arguelles  > Actualmente esta funcionando y ventas  > Cocina COMPLETAMENTE EQUIPADA, en muy buen estado.  > Con tan SOLO TRES MESES de FIANZA. UNIONSOL cobrara en concepto de Honorari... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/arguelles/155342446/d;Moncloa;;
Local Salamanca;3.000;90;912186728; Este local proximo a la calle Conde Penalver, Madrid, en la planta 0. Es un local que tiene 90 m2 de los cuales 80 m2 son utiles. LOCAL de 90 METROS con TERRAZA INTERNA, SALIDA DE HUMOS lICENCIA DE BAR RESTAURANTE ACRISTALADO, 6 METROS FACHADA, COCINA A LA VISTA ACRISTALADA, TODA LA NORMATIV... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/lista/155342137/d;Salamanca;;
Local De Ferraz, Moncloa;2.100;130;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE BAR RESTAURANTE Caracteristicas Principales:  > Licencia de BAR RESTAURANTE DEFINITIVA.  > Esta actualmente abierto, en funcionamiento y con ventas.  > Se trata de un alquiler muy bajo para una buena ubicacion. UNIONSOL cobrara en concepto de Honorarios p... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/arguelles/155342255/d;De Ferraz, Moncloa;;
Local Centro;2.700;77;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE LOCAL CON LICENCIA DE HOSTELERIA Caracteristicas principales:  > Local comercial ubicado en la calle Toledo, 80 de Madrid.  > Superficie util: 77 m2 desglosados en: 33 m2en Planta Baja. 40 m2 en Sotano.  > Cuenta con gran visibilidad al tener u... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/palacio/155342135/d;Centro;;
Local Barajas;1.150;112;914878034; OPORTUNIDAD!!! Local en perfecto estado para entrar, OPCIONAL 2 PLAZAS DE GARAJE, ubicado en la Alameda de Osuna, (zona del Motocine), zona COMERCIAL, VARIOS RESTAURANTES, COLEGIOS, HOTEL ETC., dentro de una Urbanizacion privada, varios usos, Oficinas, Despachos profesionales, Clinica, Gimnasi... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/155508549/d;Barajas;1 baño;
Local Centro;2.100;100;912186728; Este local se encuentra en 28901, Madrid, en la planta 0. Es un local que tiene 100 m2 de los cuales 95 m2 son utiles  > Licencia Definitiva de BAR RESTAURANE  > 7 Mesas Cerradas y posibilidad de realizar una ampliacion en calle Toledo  > Totalmente acondicionado y funcionando en zona residenci... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/sol/156632263/d;Centro;;
Local San Blas;9.500;900;912186728; Este local se encuentra en 28037, Madrid, Madrid, en la planta 0. Es un local que tiene 900 m2 de los cuales 870 m2 SIN TRASPASO , TOTALMENTE AMUEBLADO GRAN FACHADA  SECTOR OFICINAS Y POLIGONOS  > Licencia de BAR RESTAURANTE  > Centro de Reuniones y eventos (Zona de Poligonos Julian Camarillo... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/simancas/156632257/d;San Blas;;
Local Calle Marcelo Usera, Usera;4.900;245;910752245; Local con mas de 30 metros de fachada Dividido en varias estancias y ha sido usado como ultima actividad consulta dental El local se compone de 70M2 en Sotano Y 175M2 planta calle aproximadamente. En planta calle:   Bano para minusvalidos   Siete estancias de diferentes tamanos   c... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/moscardo/156096516/d;Calle Marcelo Usera, Usera;;
Local De Embajadores, Arganzuela;1.200;85;912186728; UnionSol ofrece a sus clientes este LOCAL COMERCIAL Caracteristicas Principales:  > El local cuenta con una SALIDA DE HUMOS por lo que podria tramitarse una LICENCIA DE HOSTELERIA. UNIONSOL cobrara en concepto de Honorarios por los tramites y las gestiones oportunas, un mes de alquile... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/delicias/156194958/d;De Embajadores, Arganzuela;;
Local Chamberi;5.500;220;912186728; UnionSol ofrece a sus clientes este LOCAL PARA HOSTELERIA Caracteristicas principales:  > Se trata de un local PREMIUM en una zona de ALTO NIVEL ADQUISITIVO. UNIONSOL cobrara en concepto de Honorarios por los tramites y las gestiones oportunas, un mes de alquiler. Encuentra mas en htt... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/almagro/156194955/d;Chamberí;;
Local Centro;2.500;130;912186728; UNIONSOL OFRECE A SUS CLIENTES ESTE BAR RESTAURANTE Caracteristicas principales: Se trata de un local que cuenta con LICENCIA DEFINITIVA DE BAR RESTAURANTE. Su diseno interior es moderno, cuidado, acorde a su localizacion. Se encuentra en la Zona Centro, donde por sus caracteristicas ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/156194951/d;Centro;;
Local Calle de la Laguna, Carabanchel;790;98;910752245; Local en alquiler en una de las calles mas concurridas de Carabanchel. Ubicado entre las calles Marcelino Camacho y Oca. Se localiza a pie de calle. No dispone de salida de humos pero es ideal para cualquier tipo de negocio, ya que cuenta con un paso continuo de gente. Dispone de 70 m2. ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/vista-alegre/156025598/d;Calle de la Laguna, Carabanchel;;
Local Fuencarral;4.500;745;912186728; Este local se encuentra en 28050, Madrid, Madrid, en la planta 0. Es un local que tiene 745 m2 y dispone de 1 habitaciones. ACTIVIDAD PERMITIDA EMPRESARIAL UnionSol, expertos en el sector inmobiliario centrados en la venta, alquiler y traspaso de locales comerciales y hosteleria. UnionSo... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/las-tablas/156179428/d;Fuencarral;;
Local De Alcala, Salamanca;5.200;65;912186728; Este local se encuentra en Calle de Alcala, 28028, Madrid  Esta situado en el lugar de mas alto trafico peatonal esta calle . Posicion inmejorable . LOCAL PREMIUN . Ideal para negocios que necesiten visibilidad y mucho paso peatonal . Por su tamano precio y ubicacion no es apto para cualquier p... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/fuente-del-berro/156403103/d;De Alcalá, Salamanca;;
Local Centro;5.917;149;912186728; Este local se encuentra en 28013, Madrid, Madrid. Es un local que tiene 149 m2 de los cuales 146 m2 son utiles . SIN TRASPASO Inquilino: Inicio de contrato: 8 de octubre de 2018 Actividad: Hosteleria, bajo la marca “TSG Steak” Duracion: 5 anos + 5 anos Obligado cumplimiento: hasta 7 de ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/sol/156342248/d;Centro;;
Local San Gregorio, Centro;900;36;918004613; NOVA TE ASESORA INMOBILIARIA GESTIONA EL ALQUILER de este local, exterior, en planta baja, anteriormente peluqueria, con fachada de 2, 60 m y sin escaparate, situado en una zona ideal, en el barrio de Justicia. Se trata de un local de 36 m2 construidos distribuidos en 1 planta en donde vemos d... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/156365934/d;San Gregorio, Centro;;
Local Centro;6.000;370;912186728; Union Sol ofrece este local que se encuentra en 28015, Madrid, Madrid, en la planta bajo. Es un local que tiene 370 m2 de los cuales 350 m2  > Se trata de un local comercial  > Esta situado en una zona de alto trafico en Avenida Principal (Chamberi)  > Ha funcionado como concesionario de a... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/universidad---malasana/156647218/d;Centro;;
Local Andres Mellado, Chamberi;500;18;910757549; Se alquila estupendo local en la calle Andres Mellado, ideal para pequeno comercio, oficina o trastero. Posibilidad de escaparate al exterior. La zona tiene todo tipo de servicios necesarios, comercios, tiendas, colegios, guarderias, oficina de correos, centro de salud, sucursales bancarias, zona... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ascensor/149041154/d;Andres Mellado, Chamberí;1 baño;
Local Villa de Vallecas;2.475;337;911365073; Se vende o alquila LOCAL EN PLANTA PRIMERA con 1 PLAZA DE GARAJE, en el moderno edificio de oficinas del Parque empresarial Perez Iglesias de Vallecas. Bonito complejo de edificios exclusivos de alta calidad y diseno para uso tipico de Call Center, laboratorio, oficinas tecnologicas, unidad de pr... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/143303862/d;Villa de Vallecas;8 baños;
